"#","Name   ","Description","Type   ","Kind","Power","Accuracy","PP   ","Pri","Effect Chance","Target"
0,1,2,3,4,5,6,7,8,9,10
433,"Trick Room","Always goes last. Attacking order is reversed for all active Pokemon for five turns; the slowest Pokemon moves first and vice versa. Note that move order is still determined by the regular priority categories and the effects of Trick Room apply only when Pokemon have chosen moves with the same priority. Using Trick Room a second time reverses this effect. This effect is also ignored by Stall and held items that may affect the turn order: Full Incense, Lagging Tail and Quick Claw.","Psychic","Status",0,"— ",5,-7,0.00%,5
167,"Triple Kick","Attacks three times in one turn, adding 10 BP for each kick. If a kick misses, the move ends instantly; if one of the kicks breaks a target's Substitute, the real Pokemon will take damage for the remaining kicks.","Fighting","Physical",10,0.9,10,0,0.00%,0
376,"Trump Card","This move's base power increases as its remaining PP decreases.","Normal","Special","Var",1,5,0,0.00%,0
41,"Twineedle","Strikes twice; if the first hit breaks the target's Substitute, the real Pokemon will take damage from the second hit. Has a 20% chance to poison the target .","Bug","Physical",25,1,20,0,20.00%,0
239,"Twister","Has a 20% chance to make the target flinch; power doubles while the target is in mid-air via Fly or Bounce.","Dragon","Special",40,1,20,0,20.00%,3
253,"Uproar","The user causes an Uproar and attacks uncontrollably for 3 turns. During the effects of the Uproar, active Pokemon cannot fall asleep and sleeping Pokemon sent into battle will wake up.","Normal","Special",90,1,10,0,0.00%,2
369,"U-turn","The user switches out after use, even if it is currently trapped by another Pokemon. When a faster Pokemon uses Pursuit against a U-Turner, the U-Turner is hit for normal damage; when a slower Pokemon uses Pursuit against a U-Turner, the U-Turner makes its attack, then is hit by Pursuit for double power, and switches out.","Bug","Physical",70,1,20,0,0.00%,0
410,"Vacuum Wave","Usually goes first.","Fighting","Special",40,1,30,1,0.00%,0
557,"V-Create","Lowers the user's Defense, Special Defense, and Speed by one stage.","Fire","Physical",180,0.95,5,0,100.00%,0
474,"Venoshock","Inflicts double damage if the target is Poisoned.","Poison","Special",65,1,10,0,0.00%,0
11,"ViceGrip","Deals damage with no additional effect.","Normal","Physical",55,1,30,0,0.00%,0
22,"Vine Whip","Deals damage with no additional effect.","Grass","Physical",35,1,15,0,0.00%,0
233,"Vital Throw","This move usually goes last. It ignores Evasion and Accuracy modifiers and never misses except against Protect, Detect or a target in the middle of Dig, Fly, Dive or Bounce.","Fighting","Physical",70,1,10,-1,0.00%,0
521,"Volt Switch","deals damage and then switches the user out. The user will not be switched out if the user is the only Pokémon in the party that is able to battle, if Volt Change fails to hit the target or if using Volt Change ends the battle. If Volt Change faints a foe Trainer's Pokémon, the next Pokémon sent out by the user will not be counted for additional experience. If the foe Pokémon uses Pursuit on the same turn Volt Change is used, Pursuit will deal normal damage if the foe is faster, or double damage if the foe is slower than the user. Volt Change may be used to switch out of Ingrain, but Ingrain's effects will not be passed on. Volt Change can also be used to switch out even if the user is under the effect of Arena Trap, Magnet Pull, Shadow Tag, Mean Look, Spider Web, or Block.","Electric","Special",70,1,20,0,0.00%,0
344,"Volt Tackle","The user receives 1/3 recoil damage; has a 10% chance to paralyze the target.","Electric","Physical",120,1,15,0,10.00%,0
358,"Wake-Up Slap","If the target is asleep, power is doubled but the target will awaken.","Fighting","Physical",60,1,10,0,0.00%,0
55,"Water Gun","Deals damage with no additional effect.","Water","Special",40,1,25,0,0.00%,0
518,"Water Pledge","If it is followed on the same turn by Fire Oath it will double the probability of secondary effects taking place for four turns. This effect does not stack with Serene Grace.  If it follows Grass Oath on the same turn, it will decrease the speed of all foes by half for four turns.","Water","Special",50,1,10,0,0.00%,0
352,"Water Pulse","Has a 20% chance to confuse the target.","Water","Special",60,1,20,0,20.00%,0
346,"Water Sport","All Fire-type moves are 50% weaker until the user switches out.","Water","Status",0,1,15,0,0.00%,5
323,"Water Spout","Base power decreases as the user's HP decreases.","Water","Special","Var",1,5,0,0.00%,3
127,"Waterfall","Has a 20% chance to make the target flinch.","Water","Physical",80,1,15,0,20.00%,0
311,"Weather Ball","Base power is 50; Base power doubles and move's type changes during weather effects: becomes Fire-type during Sunny Day, Water-type during Rain Dance, Ice-type during Hail and Rock-type during Sandstorm.","Normal","Special","Var",1,10,0,0.00%,0
250,"Whirlpool","Traps the target for 5-6 turns, causing damage equal to 1/16 of its max HP each turn; this trapped effect can be broken by Rapid Spin. The target can still switch out if it is holding Shed Shell or uses Baton Pass or U-Turn. Base power also doubles when performed against a Pokemon in the middle of using Dive.","Water","Special",35,0.85,15,0,0.00%,0
18,"Whirlwind","Almost always goes last; in trainer battles, the target is switched out for a random member of its team. Escapes from wild battles. Has no effect if the target has Suction Cups or used Ingrain.","Normal","Status",0,1,20,-6,0.00%,0
469,"Wide Guard","Wide Guard protects all Pokémon on the user's side of the field from enemy attacks that can target multiple Pokémon during the turn it is used. Consecutive uses decrease the chance of success. ","Rock","Status","–","– ",10,3,0.00%,0
528,"Wild Charge","User receives 1/4 the damage it inflicts in recoil.","Electric","Physical",90,1,15,0,0.00%,0
261,"Will-O-Wisp","Burns the target. This move activates Flash Fire.","Fire","Status",0,0.75,15,0,0.00%,0
17,"Wing Attack","Deals damage with no additional effect.","Flying","Physical",60,1,35,0,0.00%,0
273,"Wish","At the end of the next turn, the active Pokemon from the user's team is healed by 1/2 of the user's HP; this can be any member of the user's team.","Normal","Status",0,1,10,0,0.00%,0
110,"Withdraw","Raises the user's Defense by 1 stage.","Water","Status",0,"— ",40,0,0.00%,0
472,"Wonder Room","Swaps every Pokémon's Defense and Special Defense for 5 turns.","Psychic","Status","–","– ",10,0,0.00%,0
452,"Wood Hammer","The user receives 1/3 recoil damage.","Grass","Physical",120,1,15,0,0.00%,0
526,"Work Up","Raises the user's Attack and Special Attack by one stage.","Normal","Status","–","– ",30,0,0.00%,0
388,"Worry Seed","The target's ability, unless it has Multitype or Truant, is changed to Insomnia until it switches out.","Grass","Status",0,1,10,0,0.00%,0
35,"Wrap","Traps the target for 5-6 turns, causing damage equal to 1/16 of its max HP each turn; this trapped effect can be broken by Rapid Spin. The target can still switch out if it is holding Shed Shell or uses Baton Pass or U-Turn.","Normal","Physical",15,0.9,20,0,0.00%,0
378,"Wring Out","Base power decreases as the target's HP decreases.","Normal","Special","Var",1,5,0,0.00%,0
404,"X-Scissor","Deals damage with no additional effect.","Bug","Physical",80,1,15,0,0.00%,0
281,"Yawn","If the target stays in battle, it falls asleep at the end of the next turn.","Normal","Status",0,1,10,0,0.00%,0
192,"Zap Cannon","Paralyzes the target.","Electric","Special",120,0.5,5,0,100.00%,0
428,"Zen Headbutt","Has a 20% chance to make the target flinch.","Psychic","Physical",80,0.9,15,0,20.00%,0
